invoice_id,invoice_date,plant,energy_vendor,energy_type,invoice_amount_usd,billing_period_start,billing_period_end,meter_id,rate_plan,payment_terms,currency
901479,10/10/2024,Plant_IL_Chicago,Southern Power,Steam,10534.55,9/10/2024,10/10/2024,MTR-28954,Variable,Net 30,USD
901480,9/27/2024,Plant_IL_Chicago,Southern Power,Water & Utilities,14838.11,8/28/2024,9/27/2024,MTR-37869,Fixed,Net 30,USD
901481,10/5/2024,Plant_IL_Chicago,American Electric Power,Electricity,83240.82,9/5/2024,10/5/2024,MTR-98008,Fixed,Net 30,USD
901482,10/17/2024,Plant_IL_Chicago,American Electric Power,Water & Utilities,10752.7,9/17/2024,10/17/2024,MTR-22084,Time-of-Use,Net 30,USD
901483,10/16/2024,Plant_IL_Chicago,Duke Energy LLC,Electricity,61562.24,9/16/2024,10/16/2024,MTR-22635,Variable,Net 30,USD
901484,10/12/2024,Plant_IL_Chicago,NRG Energy Services,Water & Utilities,16943.86,9/12/2024,10/12/2024,MTR-79833,Fixed,Net 30,USD
901485,10/3/2024,Plant_IL_Chicago,NRG Energy Services,Water & Utilities,10790.87,9/3/2024,10/3/2024,MTR-58117,Time-of-Use,Net 30,USD
901486,10/9/2024,Plant_IL_Chicago,Exelon Utility Co,Electricity,26301.13,9/9/2024,10/9/2024,MTR-85349,Fixed,Net 30,USD
901487,10/13/2024,Plant_IL_Chicago,Exelon Utility Co,Natural Gas,55284.8,9/13/2024,10/13/2024,MTR-43903,Variable,Net 30,USD
901488,9/27/2024,Plant_IL_Chicago,Exelon Utility Co,Electricity,28088.91,8/28/2024,9/27/2024,MTR-16227,Fixed,Net 30,USD
901489,10/18/2024,Plant_MI_Detroit,Duke Energy,Electricity,68396.09,9/18/2024,10/18/2024,MTR-56850,Fixed,Net 30,USD
901490,10/11/2024,Plant_MI_Detroit,Duke Energy,Water & Utilities,6025.73,9/11/2024,10/11/2024,MTR-22247,Fixed,Net 30,USD
901491,10/7/2024,Plant_MI_Detroit,NextEra Energy,Electricity,69628.64,9/7/2024,10/7/2024,MTR-68013,Variable,Net 30,USD
901492,9/28/2024,Plant_MI_Detroit,NextEra Energy,Electricity,84047.26,8/29/2024,9/28/2024,MTR-69313,Time-of-Use,Net 30,USD
901493,10/20/2024,Plant_MI_Detroit,Dominion Energy,Natural Gas,16181.46,9/20/2024,10/20/2024,MTR-21211,Variable,Net 30,USD
901494,10/16/2024,Plant_MI_Detroit,Exelon Utilities,Natural Gas,41125.11,9/16/2024,10/16/2024,MTR-91294,Time-of-Use,Net 30,USD
901495,10/15/2024,Plant_MI_Detroit,Exelon Utilities,Steam,19987.1,9/15/2024,10/15/2024,MTR-82795,Variable,Net 30,USD
901496,10/15/2024,Plant_MI_Detroit,NRG Energy,Steam,12331.28,9/15/2024,10/15/2024,MTR-37716,Time-of-Use,Net 30,USD
901497,10/14/2024,Plant_MI_Detroit,FirstEnergy,Steam,31353.41,9/14/2024,10/14/2024,MTR-37391,Variable,Net 30,USD
901498,10/3/2024,Plant_MI_Detroit,FirstEnergy,Steam,38916.54,9/3/2024,10/3/2024,MTR-88655,Variable,Net 30,USD
901499,10/2/2024,Plant_MI_Detroit,FirstEnergy,Electricity,97781.29,9/2/2024,10/2/2024,MTR-78149,Fixed,Net 30,USD
901500,10/21/2024,Plant_MI_Detroit,Edison International,Electricity,60024.16,9/21/2024,10/21/2024,MTR-68578,Fixed,Net 30,USD
901501,10/7/2024,Plant_MI_Detroit,AES Corporation,Steam,12318.47,9/7/2024,10/7/2024,MTR-35526,Time-of-Use,Net 30,USD
901502,10/17/2024,Plant_MI_Detroit,AES Corporation,Electricity,75582.58,9/17/2024,10/17/2024,MTR-89469,Variable,Net 30,USD
901503,10/11/2024,Plant_MI_Detroit,AES Corporation,Electricity,29780.94,9/11/2024,10/11/2024,MTR-13936,Time-of-Use,Net 30,USD
901504,10/13/2024,Plant_MI_Detroit,Southern Power,Water & Utilities,22067.23,9/13/2024,10/13/2024,MTR-21250,Fixed,Net 30,USD
901505,10/11/2024,Plant_MI_Detroit,American Electric Power,Natural Gas,25195.79,9/11/2024,10/11/2024,MTR-76370,Time-of-Use,Net 30,USD
901506,10/22/2024,Plant_MI_Detroit,American Electric Power,Water & Utilities,15986.57,9/22/2024,10/22/2024,MTR-68975,Fixed,Net 30,USD
901507,9/29/2024,Plant_MI_Detroit,American Electric Power,Water & Utilities,19045.63,8/30/2024,9/29/2024,MTR-42528,Variable,Net 30,USD
901508,10/10/2024,Plant_MI_Detroit,Duke Energy LLC,Steam,44695.32,9/10/2024,10/10/2024,MTR-41336,Time-of-Use,Net 30,USD
901509,9/28/2024,Plant_MI_Detroit,Duke Energy LLC,Steam,13861.62,8/29/2024,9/28/2024,MTR-25925,Time-of-Use,Net 30,USD
901510,10/11/2024,Plant_MI_Detroit,Duke Energy LLC,Steam,8611.91,9/11/2024,10/11/2024,MTR-75109,Variable,Net 30,USD
901511,10/4/2024,Plant_MI_Detroit,NRG Energy Services,Natural Gas,32000.45,9/4/2024,10/4/2024,MTR-89016,Variable,Net 30,USD
901512,9/28/2024,Plant_MI_Detroit,NRG Energy Services,Natural Gas,60234.75,8/29/2024,9/28/2024,MTR-70201,Fixed,Net 30,USD
901513,10/15/2024,Plant_MI_Detroit,Exelon Utility Co,Steam,19056.67,9/15/2024,10/15/2024,MTR-11228,Fixed,Net 30,USD
901514,10/2/2024,Plant_MI_Detroit,Exelon Utility Co,Water & Utilities,16730.65,9/2/2024,10/2/2024,MTR-91753,Fixed,Net 30,USD
901515,10/18/2024,Plant_MI_Detroit,Exelon Utility Co,Electricity,102818.27,9/18/2024,10/18/2024,MTR-28997,Time-of-Use,Net 30,USD
901516,10/14/2024,Plant_PA_Pittsburgh,Duke Energy,Water & Utilities,14793.01,9/14/2024,10/14/2024,MTR-42471,Time-of-Use,Net 30,USD
901517,10/8/2024,Plant_PA_Pittsburgh,NextEra Energy,Steam,23998.61,9/8/2024,10/8/2024,MTR-59582,Time-of-Use,Net 30,USD
901518,10/9/2024,Plant_PA_Pittsburgh,NextEra Energy,Natural Gas,44348.57,9/9/2024,10/9/2024,MTR-83224,Fixed,Net 30,USD
901519,10/4/2024,Plant_PA_Pittsburgh,NextEra Energy,Natural Gas,55216.3,9/4/2024,10/4/2024,MTR-52627,Fixed,Net 30,USD
901520,10/11/2024,Plant_PA_Pittsburgh,Dominion Energy,Steam,19228.94,9/11/2024,10/11/2024,MTR-33846,Fixed,Net 30,USD
901521,10/16/2024,Plant_PA_Pittsburgh,Dominion Energy,Water & Utilities,19591.26,9/16/2024,10/16/2024,MTR-83122,Time-of-Use,Net 30,USD
901522,10/20/2024,Plant_PA_Pittsburgh,Dominion Energy,Natural Gas,23395.25,9/20/2024,10/20/2024,MTR-93612,Time-of-Use,Net 30,USD
901523,10/20/2024,Plant_PA_Pittsburgh,Exelon Utilities,Natural Gas,15195.1,9/20/2024,10/20/2024,MTR-30364,Variable,Net 30,USD
901524,10/5/2024,Plant_PA_Pittsburgh,NRG Energy,Steam,21328.85,9/5/2024,10/5/2024,MTR-86421,Fixed,Net 30,USD
901525,9/28/2024,Plant_PA_Pittsburgh,NRG Energy,Steam,48375.23,8/29/2024,9/28/2024,MTR-73607,Variable,Net 30,USD
901526,10/20/2024,Plant_PA_Pittsburgh,FirstEnergy,Steam,17493.01,9/20/2024,10/20/2024,MTR-26479,Time-of-Use,Net 30,USD
901527,10/15/2024,Plant_PA_Pittsburgh,Edison International,Water & Utilities,7423.44,9/15/2024,10/15/2024,MTR-74586,Time-of-Use,Net 30,USD
901528,10/1/2024,Plant_PA_Pittsburgh,Edison International,Natural Gas,13502.79,9/1/2024,10/1/2024,MTR-18177,Time-of-Use,Net 30,USD
901529,10/19/2024,Plant_PA_Pittsburgh,AES Corporation,Water & Utilities,21602.37,9/19/2024,10/19/2024,MTR-46474,Variable,Net 30,USD
901530,10/1/2024,Plant_PA_Pittsburgh,AES Corporation,Electricity,69936.76,9/1/2024,10/1/2024,MTR-76380,Time-of-Use,Net 30,USD
901531,10/22/2024,Plant_PA_Pittsburgh,Southern Power,Steam,23994.2,9/22/2024,10/22/2024,MTR-57226,Time-of-Use,Net 30,USD
901532,10/8/2024,Plant_PA_Pittsburgh,Southern Power,Electricity,44831.31,9/8/2024,10/8/2024,MTR-91163,Variable,Net 30,USD
901533,10/15/2024,Plant_PA_Pittsburgh,American Electric Power,Water & Utilities,19841,9/15/2024,10/15/2024,MTR-37246,Time-of-Use,Net 30,USD
901534,10/12/2024,Plant_PA_Pittsburgh,Duke Energy LLC,Natural Gas,20061.7,9/12/2024,10/12/2024,MTR-16789,Fixed,Net 30,USD
901535,10/10/2024,Plant_PA_Pittsburgh,NRG Energy Services,Steam,15679.22,9/10/2024,10/10/2024,MTR-61915,Fixed,Net 30,USD
901536,10/3/2024,Plant_PA_Pittsburgh,Exelon Utility Co,Water & Utilities,17736.78,9/3/2024,10/3/2024,MTR-94264,Fixed,Net 30,USD
901537,11/2/2024,Plant_TX_Houston,Duke Energy,Natural Gas,62815.42,10/3/2024,11/2/2024,MTR-53934,Fixed,Net 30,USD
901538,11/2/2024,Plant_TX_Houston,Duke Energy,Electricity,28737.73,10/3/2024,11/2/2024,MTR-51698,Variable,Net 30,USD
901539,10/31/2024,Plant_TX_Houston,Duke Energy,Natural Gas,39392.14,10/1/2024,10/31/2024,MTR-65030,Fixed,Net 30,USD
901540,11/9/2024,Plant_TX_Houston,NextEra Energy,Electricity,51275.46,10/10/2024,11/9/2024,MTR-90965,Fixed,Net 30,USD
901541,11/14/2024,Plant_TX_Houston,Dominion Energy,Water & Utilities,21628.95,10/15/2024,11/14/2024,MTR-83690,Variable,Net 30,USD
901542,11/11/2024,Plant_TX_Houston,Exelon Utilities,Water & Utilities,15912.89,10/12/2024,11/11/2024,MTR-23807,Variable,Net 30,USD
901543,11/9/2024,Plant_TX_Houston,Exelon Utilities,Electricity,92406.65,10/10/2024,11/9/2024,MTR-67696,Fixed,Net 30,USD
901544,11/15/2024,Plant_TX_Houston,NRG Energy,Natural Gas,31453.48,10/16/2024,11/15/2024,MTR-10401,Time-of-Use,Net 30,USD
901545,11/4/2024,Plant_TX_Houston,NRG Energy,Natural Gas,26153.26,10/5/2024,11/4/2024,MTR-83328,Time-of-Use,Net 30,USD
901546,11/3/2024,Plant_TX_Houston,NRG Energy,Electricity,101631.07,10/4/2024,11/3/2024,MTR-85428,Fixed,Net 30,USD
901547,11/13/2024,Plant_TX_Houston,FirstEnergy,Steam,38961.58,10/14/2024,11/13/2024,MTR-63745,Variable,Net 30,USD
901548,11/5/2024,Plant_TX_Houston,FirstEnergy,Natural Gas,62293.94,10/6/2024,11/5/2024,MTR-27889,Fixed,Net 30,USD
901549,11/2/2024,Plant_TX_Houston,Edison International,Natural Gas,45111.2,10/3/2024,11/2/2024,MTR-66379,Variable,Net 30,USD
901550,11/17/2024,Plant_TX_Houston,Edison International,Water & Utilities,17163.55,10/18/2024,11/17/2024,MTR-70635,Variable,Net 30,USD
901551,10/29/2024,Plant_TX_Houston,AES Corporation,Steam,20487.04,9/29/2024,10/29/2024,MTR-46950,Variable,Net 30,USD
901552,11/17/2024,Plant_TX_Houston,AES Corporation,Natural Gas,39532.08,10/18/2024,11/17/2024,MTR-80407,Variable,Net 30,USD
901553,11/12/2024,Plant_TX_Houston,AES Corporation,Natural Gas,43495.53,10/13/2024,11/12/2024,MTR-94539,Fixed,Net 30,USD
901554,11/5/2024,Plant_TX_Houston,Southern Power,Natural Gas,66681.77,10/6/2024,11/5/2024,MTR-97143,Variable,Net 30,USD
901555,11/3/2024,Plant_TX_Houston,American Electric Power,Electricity,28533.41,10/4/2024,11/3/2024,MTR-85129,Fixed,Net 30,USD
901556,11/4/2024,Plant_TX_Houston,American Electric Power,Natural Gas,76476.6,10/5/2024,11/4/2024,MTR-74460,Fixed,Net 30,USD
901557,11/18/2024,Plant_TX_Houston,Duke Energy LLC,Electricity,48640.57,10/19/2024,11/18/2024,MTR-65212,Time-of-Use,Net 30,USD
901558,11/16/2024,Plant_TX_Houston,Duke Energy LLC,Water & Utilities,17170.31,10/17/2024,11/16/2024,MTR-67748,Time-of-Use,Net 30,USD
901559,10/30/2024,Plant_TX_Houston,NRG Energy Services,Water & Utilities,18938.62,9/30/2024,10/30/2024,MTR-38162,Variable,Net 30,USD
901560,11/15/2024,Plant_TX_Houston,NRG Energy Services,Water & Utilities,19255.54,10/16/2024,11/15/2024,MTR-49519,Variable,Net 30,USD
901561,11/11/2024,Plant_TX_Houston,Exelon Utility Co,Steam,33536.86,10/12/2024,11/11/2024,MTR-14692,Time-of-Use,Net 30,USD
901562,11/15/2024,Plant_TX_Houston,Exelon Utility Co,Water & Utilities,13408.89,10/16/2024,11/15/2024,MTR-38469,Time-of-Use,Net 30,USD
901563,11/21/2024,Plant_TX_Houston,Exelon Utility Co,Water & Utilities,6900.34,10/22/2024,11/21/2024,MTR-16888,Fixed,Net 30,USD
901564,11/5/2024,Plant_TX_Dallas,Duke Energy,Natural Gas,49966.38,10/6/2024,11/5/2024,MTR-89788,Variable,Net 30,USD
901565,11/19/2024,Plant_TX_Dallas,Duke Energy,Electricity,64677.61,10/20/2024,11/19/2024,MTR-40029,Fixed,Net 30,USD
901566,11/15/2024,Plant_TX_Dallas,Duke Energy,Water & Utilities,19196.39,10/16/2024,11/15/2024,MTR-22313,Variable,Net 30,USD
901567,11/9/2024,Plant_TX_Dallas,NextEra Energy,Electricity,36848.65,10/10/2024,11/9/2024,MTR-52415,Time-of-Use,Net 30,USD
901568,11/15/2024,Plant_TX_Dallas,Dominion Energy,Natural Gas,28994.94,10/16/2024,11/15/2024,MTR-22578,Fixed,Net 30,USD
901569,10/28/2024,Plant_TX_Dallas,Dominion Energy,Natural Gas,44208.78,9/28/2024,10/28/2024,MTR-57446,Time-of-Use,Net 30,USD
901570,11/6/2024,Plant_TX_Dallas,Dominion Energy,Water & Utilities,8738.49,10/7/2024,11/6/2024,MTR-84320,Variable,Net 30,USD
901571,11/5/2024,Plant_TX_Dallas,Exelon Utilities,Electricity,63860.33,10/6/2024,11/5/2024,MTR-63111,Variable,Net 30,USD
901572,10/30/2024,Plant_TX_Dallas,Exelon Utilities,Water & Utilities,25197.14,9/30/2024,10/30/2024,MTR-88179,Time-of-Use,Net 30,USD
901573,11/3/2024,Plant_TX_Dallas,Exelon Utilities,Electricity,104701.57,10/4/2024,11/3/2024,MTR-74293,Variable,Net 30,USD
901574,11/9/2024,Plant_TX_Dallas,NRG Energy,Natural Gas,18167.84,10/10/2024,11/9/2024,MTR-14205,Fixed,Net 30,USD
901575,10/31/2024,Plant_TX_Dallas,NRG Energy,Electricity,80705.96,10/1/2024,10/31/2024,MTR-41441,Fixed,Net 30,USD
901576,11/4/2024,Plant_TX_Dallas,FirstEnergy,Steam,37748.54,10/5/2024,11/4/2024,MTR-87931,Variable,Net 30,USD
901577,11/1/2024,Plant_TX_Dallas,Edison International,Steam,37709.06,10/2/2024,11/1/2024,MTR-32885,Variable,Net 30,USD
901578,11/5/2024,Plant_TX_Dallas,AES Corporation,Water & Utilities,18430.87,10/6/2024,11/5/2024,MTR-72819,Time-of-Use,Net 30,USD
901579,11/16/2024,Plant_TX_Dallas,AES Corporation,Water & Utilities,12387.19,10/17/2024,11/16/2024,MTR-34267,Fixed,Net 30,USD
901580,11/21/2024,Plant_TX_Dallas,Southern Power,Water & Utilities,22757.58,10/22/2024,11/21/2024,MTR-84151,Fixed,Net 30,USD
901581,11/6/2024,Plant_TX_Dallas,Southern Power,Natural Gas,25254.39,10/7/2024,11/6/2024,MTR-29124,Time-of-Use,Net 30,USD
901582,11/20/2024,Plant_TX_Dallas,American Electric Power,Natural Gas,39687.27,10/21/2024,11/20/2024,MTR-51875,Fixed,Net 30,USD
901583,11/2/2024,Plant_TX_Dallas,American Electric Power,Electricity,63411.87,10/3/2024,11/2/2024,MTR-11766,Time-of-Use,Net 30,USD
901584,11/21/2024,Plant_TX_Dallas,Duke Energy LLC,Steam,40850.7,10/22/2024,11/21/2024,MTR-59172,Variable,Net 30,USD
901585,11/2/2024,Plant_TX_Dallas,Duke Energy LLC,Steam,24684.17,10/3/2024,11/2/2024,MTR-25315,Variable,Net 30,USD
901586,11/18/2024,Plant_TX_Dallas,Duke Energy LLC,Natural Gas,39717.1,10/19/2024,11/18/2024,MTR-81477,Variable,Net 30,USD
901587,11/3/2024,Plant_TX_Dallas,NRG Energy Services,Natural Gas,64106,10/4/2024,11/3/2024,MTR-39695,Time-of-Use,Net 30,USD
901588,11/11/2024,Plant_TX_Dallas,NRG Energy Services,Electricity,111138.58,10/12/2024,11/11/2024,MTR-56326,Time-of-Use,Net 30,USD
901589,11/9/2024,Plant_TX_Dallas,Exelon Utility Co,Electricity,69598.8,10/10/2024,11/9/2024,MTR-39106,Time-of-Use,Net 30,USD
901590,10/29/2024,Plant_TX_Dallas,Exelon Utility Co,Water & Utilities,11836.54,9/29/2024,10/29/2024,MTR-99789,Time-of-Use,Net 30,USD
901591,11/1/2024,Plant_OH_Toledo,Duke Energy,Natural Gas,54969.92,10/2/2024,11/1/2024,MTR-79970,Time-of-Use,Net 30,USD
901592,11/17/2024,Plant_OH_Toledo,NextEra Energy,Electricity,53262.26,10/18/2024,11/17/2024,MTR-28860,Time-of-Use,Net 30,USD
901593,11/8/2024,Plant_OH_Toledo,NextEra Energy,Water & Utilities,8362.46,10/9/2024,11/8/2024,MTR-47530,Time-of-Use,Net 30,USD
901594,11/2/2024,Plant_OH_Toledo,NextEra Energy,Steam,11135.31,10/3/2024,11/2/2024,MTR-66789,Time-of-Use,Net 30,USD
901595,11/8/2024,Plant_OH_Toledo,Dominion Energy,Natural Gas,33173.1,10/9/2024,11/8/2024,MTR-27050,Fixed,Net 30,USD
901596,11/14/2024,Plant_OH_Toledo,Dominion Energy,Steam,10184.44,10/15/2024,11/14/2024,MTR-83007,Variable,Net 30,USD
901597,11/14/2024,Plant_OH_Toledo,Exelon Utilities,Steam,34259.38,10/15/2024,11/14/2024,MTR-10796,Time-of-Use,Net 30,USD
901598,11/19/2024,Plant_OH_Toledo,Exelon Utilities,Electricity,79636.36,10/20/2024,11/19/2024,MTR-88071,Time-of-Use,Net 30,USD
901599,11/13/2024,Plant_OH_Toledo,Exelon Utilities,Electricity,108997.42,10/14/2024,11/13/2024,MTR-44602,Fixed,Net 30,USD
901600,11/21/2024,Plant_OH_Toledo,NRG Energy,Water & Utilities,11635.74,10/22/2024,11/21/2024,MTR-41302,Variable,Net 30,USD
901601,11/18/2024,Plant_OH_Toledo,NRG Energy,Water & Utilities,17464.71,10/19/2024,11/18/2024,MTR-44544,Variable,Net 30,USD
901602,11/1/2024,Plant_OH_Toledo,NRG Energy,Electricity,48314.95,10/2/2024,11/1/2024,MTR-10717,Variable,Net 30,USD
901603,11/12/2024,Plant_OH_Toledo,FirstEnergy,Natural Gas,45850.95,10/13/2024,11/12/2024,MTR-64144,Variable,Net 30,USD
901604,11/17/2024,Plant_OH_Toledo,Edison International,Electricity,25818,10/18/2024,11/17/2024,MTR-27524,Fixed,Net 30,USD
901605,11/9/2024,Plant_OH_Toledo,AES Corporation,Water & Utilities,14626.37,10/10/2024,11/9/2024,MTR-99160,Variable,Net 30,USD
901606,11/10/2024,Plant_OH_Toledo,Southern Power,Steam,21292.65,10/11/2024,11/10/2024,MTR-76094,Fixed,Net 30,USD
901607,11/20/2024,Plant_OH_Toledo,American Electric Power,Water & Utilities,21325.02,10/21/2024,11/20/2024,MTR-34387,Time-of-Use,Net 30,USD
901608,10/31/2024,Plant_OH_Toledo,American Electric Power,Electricity,77943.72,10/1/2024,10/31/2024,MTR-90878,Variable,Net 30,USD
901609,11/10/2024,Plant_OH_Toledo,American Electric Power,Water & Utilities,6547.65,10/11/2024,11/10/2024,MTR-42899,Variable,Net 30,USD
901610,11/1/2024,Plant_OH_Toledo,Duke Energy LLC,Steam,9370.29,10/2/2024,11/1/2024,MTR-95326,Variable,Net 30,USD
901611,11/1/2024,Plant_OH_Toledo,Duke Energy LLC,Natural Gas,63501.77,10/2/2024,11/1/2024,MTR-32291,Time-of-Use,Net 30,USD
901612,11/13/2024,Plant_OH_Toledo,Duke Energy LLC,Electricity,73050.48,10/14/2024,11/13/2024,MTR-73921,Fixed,Net 30,USD
901613,11/4/2024,Plant_OH_Toledo,NRG Energy Services,Natural Gas,44104.83,10/5/2024,11/4/2024,MTR-96360,Time-of-Use,Net 30,USD
901614,11/17/2024,Plant_OH_Toledo,Exelon Utility Co,Natural Gas,50205.97,10/18/2024,11/17/2024,MTR-93874,Fixed,Net 30,USD
901615,11/17/2024,Plant_OH_Toledo,Exelon Utility Co,Electricity,54118.58,10/18/2024,11/17/2024,MTR-22100,Fixed,Net 30,USD
901616,11/5/2024,Plant_IL_Chicago,Duke Energy,Steam,37104.23,10/6/2024,11/5/2024,MTR-12385,Time-of-Use,Net 30,USD
901617,11/5/2024,Plant_IL_Chicago,NextEra Energy,Water & Utilities,21596.29,10/6/2024,11/5/2024,MTR-55806,Fixed,Net 30,USD
901618,11/14/2024,Plant_IL_Chicago,NextEra Energy,Natural Gas,33632.17,10/15/2024,11/14/2024,MTR-13462,Variable,Net 30,USD
901619,11/13/2024,Plant_IL_Chicago,NextEra Energy,Steam,23918.6,10/14/2024,11/13/2024,MTR-39432,Time-of-Use,Net 30,USD
901620,11/14/2024,Plant_IL_Chicago,Dominion Energy,Natural Gas,12202.97,10/15/2024,11/14/2024,MTR-66245,Time-of-Use,Net 30,USD
901621,11/6/2024,Plant_IL_Chicago,Dominion Energy,Water & Utilities,14763.27,10/7/2024,11/6/2024,MTR-95311,Variable,Net 30,USD
901622,11/14/2024,Plant_IL_Chicago,Dominion Energy,Steam,32461.18,10/15/2024,11/14/2024,MTR-98126,Time-of-Use,Net 30,USD
901623,11/3/2024,Plant_IL_Chicago,Exelon Utilities,Electricity,63012.26,10/4/2024,11/3/2024,MTR-16753,Variable,Net 30,USD
901624,11/12/2024,Plant_IL_Chicago,Exelon Utilities,Steam,13071.41,10/13/2024,11/12/2024,MTR-57718,Time-of-Use,Net 30,USD
901625,11/18/2024,Plant_IL_Chicago,NRG Energy,Steam,48888.3,10/19/2024,11/18/2024,MTR-60576,Fixed,Net 30,USD
901626,11/15/2024,Plant_IL_Chicago,NRG Energy,Water & Utilities,7828.68,10/16/2024,11/15/2024,MTR-63354,Variable,Net 30,USD
901627,11/1/2024,Plant_IL_Chicago,FirstEnergy,Water & Utilities,16105.43,10/2/2024,11/1/2024,MTR-62501,Variable,Net 30,USD
901628,11/15/2024,Plant_IL_Chicago,FirstEnergy,Water & Utilities,9058.88,10/16/2024,11/15/2024,MTR-58532,Variable,Net 30,USD
901629,11/14/2024,Plant_IL_Chicago,Edison International,Natural Gas,53342.64,10/15/2024,11/14/2024,MTR-16893,Time-of-Use,Net 30,USD
901630,11/11/2024,Plant_IL_Chicago,Edison International,Electricity,32006.95,10/12/2024,11/11/2024,MTR-29897,Variable,Net 30,USD
901631,11/1/2024,Plant_IL_Chicago,Edison International,Natural Gas,66029.02,10/2/2024,11/1/2024,MTR-54136,Time-of-Use,Net 30,USD
901632,11/13/2024,Plant_IL_Chicago,AES Corporation,Water & Utilities,8061.26,10/14/2024,11/13/2024,MTR-59931,Time-of-Use,Net 30,USD
901633,11/20/2024,Plant_IL_Chicago,Southern Power,Natural Gas,38828.66,10/21/2024,11/20/2024,MTR-28205,Time-of-Use,Net 30,USD
901634,11/15/2024,Plant_IL_Chicago,Southern Power,Steam,16628.32,10/16/2024,11/15/2024,MTR-87036,Time-of-Use,Net 30,USD
901635,11/7/2024,Plant_IL_Chicago,Southern Power,Natural Gas,29362.39,10/8/2024,11/7/2024,MTR-83060,Variable,Net 30,USD
901636,11/8/2024,Plant_IL_Chicago,American Electric Power,Water & Utilities,18130.33,10/9/2024,11/8/2024,MTR-80476,Time-of-Use,Net 30,USD
901637,10/27/2024,Plant_IL_Chicago,American Electric Power,Water & Utilities,13715.68,9/27/2024,10/27/2024,MTR-19683,Time-of-Use,Net 30,USD
901638,11/21/2024,Plant_IL_Chicago,American Electric Power,Water & Utilities,11801.89,10/22/2024,11/21/2024,MTR-51628,Time-of-Use,Net 30,USD
901639,10/31/2024,Plant_IL_Chicago,Duke Energy LLC,Electricity,60909.87,10/1/2024,10/31/2024,MTR-76045,Fixed,Net 30,USD
901640,11/7/2024,Plant_IL_Chicago,Duke Energy LLC,Electricity,73822.94,10/8/2024,11/7/2024,MTR-82804,Time-of-Use,Net 30,USD
901641,11/17/2024,Plant_IL_Chicago,NRG Energy Services,Water & Utilities,23059.07,10/18/2024,11/17/2024,MTR-18688,Fixed,Net 30,USD
901642,11/20/2024,Plant_IL_Chicago,Exelon Utility Co,Natural Gas,66277.15,10/21/2024,11/20/2024,MTR-53703,Variable,Net 30,USD
901643,10/29/2024,Plant_IL_Chicago,Exelon Utility Co,Steam,38038.22,9/29/2024,10/29/2024,MTR-86128,Fixed,Net 30,USD
901644,11/21/2024,Plant_MI_Detroit,Duke Energy,Water & Utilities,18934.91,10/22/2024,11/21/2024,MTR-60792,Fixed,Net 30,USD
901645,11/10/2024,Plant_MI_Detroit,Duke Energy,Electricity,21702.93,10/11/2024,11/10/2024,MTR-92286,Time-of-Use,Net 30,USD
901646,11/11/2024,Plant_MI_Detroit,Duke Energy,Water & Utilities,16209.59,10/12/2024,11/11/2024,MTR-45191,Time-of-Use,Net 30,USD
901647,11/21/2024,Plant_MI_Detroit,NextEra Energy,Electricity,28114.28,10/22/2024,11/21/2024,MTR-25637,Time-of-Use,Net 30,USD
901648,11/18/2024,Plant_MI_Detroit,NextEra Energy,Electricity,70683.07,10/19/2024,11/18/2024,MTR-42851,Fixed,Net 30,USD
901649,11/9/2024,Plant_MI_Detroit,NextEra Energy,Natural Gas,21211.06,10/10/2024,11/9/2024,MTR-72329,Fixed,Net 30,USD
901650,11/1/2024,Plant_MI_Detroit,Dominion Energy,Water & Utilities,10172.44,10/2/2024,11/1/2024,MTR-23033,Fixed,Net 30,USD
901651,11/11/2024,Plant_MI_Detroit,Dominion Energy,Steam,39997.23,10/12/2024,11/11/2024,MTR-17172,Time-of-Use,Net 30,USD
901652,11/16/2024,Plant_MI_Detroit,Dominion Energy,Electricity,57813.5,10/17/2024,11/16/2024,MTR-83120,Fixed,Net 30,USD
901653,11/13/2024,Plant_MI_Detroit,Exelon Utilities,Natural Gas,53144.7,10/14/2024,11/13/2024,MTR-50760,Fixed,Net 30,USD
901654,11/17/2024,Plant_MI_Detroit,Exelon Utilities,Steam,33888.65,10/18/2024,11/17/2024,MTR-19658,Fixed,Net 30,USD
901655,11/4/2024,Plant_MI_Detroit,Exelon Utilities,Steam,42560.66,10/5/2024,11/4/2024,MTR-33875,Variable,Net 30,USD
901656,11/14/2024,Plant_MI_Detroit,NRG Energy,Steam,29965.64,10/15/2024,11/14/2024,MTR-74854,Variable,Net 30,USD
901657,11/14/2024,Plant_MI_Detroit,NRG Energy,Natural Gas,33988.58,10/15/2024,11/14/2024,MTR-66989,Fixed,Net 30,USD
901658,10/27/2024,Plant_MI_Detroit,FirstEnergy,Electricity,68314.72,9/27/2024,10/27/2024,MTR-24622,Fixed,Net 30,USD
901659,11/2/2024,Plant_MI_Detroit,FirstEnergy,Water & Utilities,14875.79,10/3/2024,11/2/2024,MTR-49118,Time-of-Use,Net 30,USD
901660,11/4/2024,Plant_MI_Detroit,Edison International,Electricity,59814.78,10/5/2024,11/4/2024,MTR-47854,Time-of-Use,Net 30,USD
901661,11/14/2024,Plant_MI_Detroit,Edison International,Electricity,58340.99,10/15/2024,11/14/2024,MTR-29807,Variable,Net 30,USD
